log time,GPS hour,GPS minute,GPS seconds,GPS latitude,GPS longitude,GPS angle,GPS speed,exterior temperature,interior temperature,BMP pressure (mb),BMP pressure (inHG),BMP altitude,CCS eCO2,CCS TVOC,Acceleration X,Acceleration Y,Acceleration Z,Magnetic X,Magnetic Y,Magnetic Z,Gyro X,Gyro Y,Gyro Z,
4647000,16,12,39,3259.5036,11154.1904,8526.60,143.26,43.36,-127.00,-22.37,nan,nan,nan,503,15,1.97,0.78,11.23,-0.03,0.57,-0.37,0.17,36.32,107.56,
4650000,16,12,41,3259.4848,11154.1689,8512.70,132.31,50.95,-127.00,-22.37,nan,nan,nan,491,13,1.95,1.04,10.81,0.37,0.39,-0.28,3.11,47.62,111.96,
4653000,16,12,43,3259.4633,11154.1455,8498.60,143.13,51.34,-127.00,-22.31,nan,nan,nan,514,17,1.93,1.10,10.70,0.09,0.76,-0.30,-1.46,42.68,114.37,
4656000,16,12,45,3259.4428,11154.1269,8483.70,137.33,43.70,-127.00,-22.31,nan,nan,nan,524,18,1.99,1.04,11.31,0.13,0.29,-0.37,4.15,32.32,114.45,
4659000,16,12,47,3259.4230,11154.1035,8470.40,138.19,53.86,-127.00,-22.25,nan,nan,nan,540,21,1.93,1.11,10.19,0.37,0.63,-0.21,-0.32,27.62,116.93,
4662000,16,12,49,3259.4013,11154.0839,8455.90,142.17,44.44,-127.00,-22.25,nan,nan,nan,540,21,2.12,1.08,11.06,0.02,0.54,-0.40,12.90,21.16,113.30,
4665000,16,12,51,3259.3823,11154.0615,8442.50,133.05,50.29,-127.00,-22.25,nan,nan,nan,540,21,1.94,0.88,10.14,0.37,0.28,-0.23,14.13,24.87,112.05,
4668000,16,12,53,3259.3603,11154.0400,8428.50,145.47,51.58,-127.00,-22.19,nan,nan,nan,546,22,2.18,1.02,10.80,0.22,0.72,-0.29,15.15,30.75,111.21,
4671000,16,12,55,3259.3391,11154.0205,8414.10,137.73,46.42,-127.00,-22.12,nan,nan,nan,542,21,2.21,0.93,11.14,0.11,0.31,-0.36,-5.08,26.21,120.45,
4674000,16,12,57,3259.3183,11153.9970,8399.70,139.16,54.52,-127.00,-22.12,nan,nan,nan,569,25,2.24,0.97,11.31,0.45,0.41,-0.17,7.99,18.17,118.05,
4677000,16,12,59,3259.2958,11153.9775,8385.10,144.19,44.49,-127.00,-22.06,nan,nan,nan,545,22,2.00,0.91,10.05,0.08,0.65,-0.37,3.65,22.89,118.19,
4680000,16,13,1,3259.2775,11153.9570,8372.30,131.38,47.62,-127.00,-22.06,nan,nan,nan,653,38,2.07,0.89,10.56,0.21,0.23,-0.32,-0.27,21.34,122.11,
4683000,16,13,3,3259.2570,11153.9326,8358.90,141.12,54.63,-127.00,-22.06,nan,nan,nan,643,37,2.06,0.93,9.91,0.41,0.55,-0.20,25.58,27.01,112.62,
4686000,16,13,5,3259.2351,11153.9130,8343.20,142.75,43.05,-127.00,-22.00,nan,nan,nan,666,40,1.91,1.06,10.46,-0.01,0.60,-0.38,11.19,29.22,119.18,
4689000,16,13,7,3259.2172,11153.8916,8330.20,130.07,50.10,-127.00,-22.00,nan,nan,nan,653,38,1.87,1.03,10.51,0.26,0.29,-0.31,23.48,28.90,116.49,
4692000,16,13,9,3259.1958,11153.8671,8316.30,142.65,53.89,-127.00,-21.94,nan,nan,nan,666,40,1.89,1.02,10.64,0.33,0.67,-0.21,4.23,36.58,121.85,
4695000,16,13,11,3259.1743,11153.8476,8308.60,142.85,42.74,-127.00,-21.94,nan,nan,nan,686,43,1.98,1.17,10.59,-0.07,0.56,-0.38,15.40,32.60,121.74,
4698000,16,13,13,3259.1562,11153.8281,8301.10,131.21,49.50,-127.00,-21.87,nan,nan,nan,646,37,1.70,1.12,9.97,0.26,0.30,-0.32,19.80,30.03,121.07,
4701000,16,13,15,3259.1354,11153.8027,8288.00,139.81,53.78,-127.00,-21.81,nan,nan,nan,666,40,1.98,1.07,10.86,0.19,0.72,-0.29,28.38,28.54,118.54,
4704000,16,13,17,3259.1130,11153.7832,8274.30,144.57,46.65,-127.00,-21.81,nan,nan,nan,653,38,1.86,1.13,10.61,-0.16,0.50,-0.36,31.05,21.81,113.81,
4707000,16,13,19,3259.0932,11153.7636,8259.90,134.35,47.18,-127.00,-21.75,nan,nan,nan,686,43,1.73,1.16,10.08,0.22,0.28,-0.36,37.88,18.04,103.88,
4710000,16,13,21,3259.0734,11153.7392,8245.70,136.72,54.23,-127.00,-21.69,nan,nan,nan,678,42,1.77,1.20,9.47,-0.01,0.63,-0.36,31.81,7.91,100.62,
4713000,16,13,23,3259.0498,11153.7167,8232.50,144.05,52.74,-127.00,-21.69,nan,nan,nan,699,45,1.90,1.34,9.38,-0.03,0.15,-0.28,31.90,3.36,100.29,
4716000,16,13,25,3259.0268,11153.6972,8219.30,143.17,47.78,-127.00,-21.62,nan,nan,nan,666,40,2.14,1.32,10.06,0.35,0.43,-0.31,18.70,-0.69,104.15,
4719000,16,13,27,3259.0063,11153.6757,8205.60,136.01,51.60,-127.00,-21.56,nan,nan,nan,629,34,2.19,1.03,10.40,0.00,0.34,-0.39,14.43,15.87,97.75,
4722000,16,13,29,3258.9836,11153.6513,8191.10,139.71,57.78,-127.00,-21.56,nan,nan,nan,629,34,1.86,1.08,10.16,0.37,0.50,-0.27,20.63,22.70,96.70,
4725000,16,13,31,3258.9580,11153.6289,8176.90,146.49,53.86,-127.00,-21.44,nan,nan,nan,646,37,2.00,1.42,10.13,-0.16,0.29,-0.32,35.21,13.19,82.50,
4728000,16,13,33,3258.9345,11153.6083,8164.30,141.60,49.64,-127.00,-21.44,nan,nan,nan,1174,117,2.27,1.21,10.32,0.36,0.43,-0.30,17.23,0.26,88.85,
4731000,16,13,35,3258.9130,11153.5869,8150.40,137.80,52.45,-127.00,-21.37,nan,nan,nan,1259,130,2.06,1.03,10.29,-0.03,0.32,-0.39,11.95,16.67,84.57,
4734000,16,13,37,3258.8906,11153.5625,8136.90,139.48,56.59,-127.00,-21.31,nan,nan,nan,1385,150,1.98,1.27,9.97,0.21,0.61,-0.35,31.30,16.32,70.62,
4737000,16,13,39,3258.8657,11153.5400,8122.80,144.84,57.78,-127.00,-21.25,nan,nan,nan,496,14,2.13,1.24,9.67,0.02,0.10,-0.25,18.60,-2.10,75.57,
4740000,16,13,41,3258.8417,11153.5195,8109.90,142.93,49.42,-127.00,-21.25,nan,nan,nan,1436,157,2.40,1.08,10.57,0.14,0.65,-0.35,7.21,-1.76,77.57,
4743000,16,13,43,3258.8205,11153.4980,8096.90,135.73,49.25,-127.00,-21.19,nan,nan,nan,1436,157,2.07,1.15,10.48,0.25,0.36,-0.35,22.78,17.84,72.20,
4746000,16,13,45,3258.7976,11153.4736,8083.30,142.20,58.38,-127.00,-21.12,nan,nan,nan,552,23,2.19,1.42,10.25,-0.21,0.41,-0.33,30.21,3.07,69.40,
4749000,16,13,47,3258.7724,11153.4531,8069.50,146.76,49.88,-127.00,-21.06,nan,nan,nan,1502,173,2.32,1.23,10.32,0.39,0.44,-0.26,16.66,-0.46,74.37,
4752000,16,13,49,3258.7504,11153.4335,8055.90,138.99,48.77,-127.00,-21.06,nan,nan,nan,545,22,2.08,1.05,10.17,-0.02,0.26,-0.34,22.29,8.55,67.24,
4755000,16,13,51,3258.7294,11153.4101,8043.20,136.43,53.73,-127.00,-21.00,nan,nan,nan,1420,155,2.18,1.49,10.47,0.12,0.59,-0.37,16.90,-10.89,67.70,
4758000,16,13,53,3258.7067,11153.3867,8030.20,141.51,55.16,-127.00,-20.87,nan,nan,nan,1153,114,2.48,1.14,10.53,0.31,0.17,-0.21,4.68,8.51,71.00,
4761000,16,13,55,3258.6828,11153.3662,8017.20,145.70,54.86,-127.00,-20.81,nan,nan,nan,1014,93,2.19,1.09,11.01,-0.15,0.55,-0.37,11.97,17.20,68.64,
4764000,16,13,57,3258.6616,11153.3466,8003.80,137.14,48.21,-127.00,-20.75,nan,nan,nan,1009,92,2.32,1.45,10.52,0.25,0.47,-0.36,26.56,2.40,60.31,
4767000,16,13,59,3258.6408,11153.3232,7989.10,137.46,54.93,-127.00,-20.69,nan,nan,nan,925,79,1.94,1.06,9.52,0.11,0.15,-0.29,10.08,7.26,67.41,
4770000,16,14,1,3258.6176,11153.2998,7977.20,139.52,54.54,-127.00,-20.69,nan,nan,nan,935,81,2.23,1.12,9.79,-0.05,0.52,-0.39,5.28,1.70,62.47,
4773000,16,14,3,3258.5947,11153.2753,7967.90,139.21,54.75,-127.00,-20.62,nan,nan,nan,905,76,2.01,1.08,9.54,0.33,0.53,-0.30,6.59,10.97,57.71,
4776000,16,14,5,3258.5715,11153.2539,7954.70,142.55,53.60,-127.00,-20.56,nan,nan,nan,905,76,2.19,1.14,9.64,0.17,0.15,-0.28,12.15,3.28,56.67,
4779000,16,14,7,3258.5493,11153.2333,7942.30,143.34,51.69,-127.00,-20.50,nan,nan,nan,880,73,2.29,1.27,10.41,-0.11,0.49,-0.38,15.53,18.97,44.06,
4782000,16,14,9,3258.5280,11153.2148,7929.30,140.72,48.00,-127.00,-20.50,nan,nan,nan,880,73,2.17,1.21,10.28,0.19,0.66,-0.32,12.95,7.09,51.68,
4785000,16,14,11,3258.5073,11153.1943,7916.50,140.29,47.55,-127.00,-20.44,nan,nan,nan,905,76,2.26,1.12,9.71,0.32,0.30,-0.29,12.41,14.73,44.20,
4788000,16,14,13,3258.4873,11153.1738,7903.30,139.13,48.23,-127.00,-20.37,nan,nan,nan,870,71,2.23,1.30,10.26,-0.05,0.20,-0.31,19.57,9.25,39.88,
4791000,16,14,15,3258.4667,11153.1523,7890.90,138.19,48.65,-127.00,-20.31,nan,nan,nan,905,76,2.06,1.00,9.82,-0.08,0.53,-0.39,23.15,1.80,45.65,
4794000,16,14,17,3258.4460,11153.1308,7878.20,137.69,50.42,-127.00,-20.25,nan,nan,nan,880,73,2.43,1.13,10.05,0.28,0.53,-0.34,24.70,-8.21,37.85,
4797000,16,14,19,3258.4252,11153.1074,7865.40,137.36,52.74,-127.00,-20.19,nan,nan,nan,880,73,2.19,1.09,9.72,0.36,0.32,-0.26,1.76,-3.91,41.76,
4800000,16,14,21,3258.4028,11153.0839,7852.40,140.10,53.09,-127.00,-20.12,nan,nan,nan,895,75,2.23,1.02,10.18,0.08,0.19,-0.32,25.22,5.16,38.08,
4803000,16,14,23,3258.3806,11153.0625,7839.50,139.71,53.64,-127.00,-20.12,nan,nan,nan,895,75,2.49,0.79,10.41,-0.12,0.47,-0.38,13.91,-3.73,38.63,
4806000,16,14,25,3258.3574,11153.0390,7826.20,139.84,54.01,-127.00,-20.06,nan,nan,nan,834,66,2.65,0.75,9.22,0.11,0.59,-0.37,5.22,-8.72,39.06,
4809000,16,14,27,3258.3334,11153.0156,7813.50,140.96,56.99,-127.00,-20.00,nan,nan,nan,880,73,-0.67,-2.06,9.28,0.14,0.67,-0.32,26.17,-19.14,33.24,
4812000,16,14,29,3258.3093,11152.9931,7800.80,142.19,55.52,-127.00,-19.94,nan,nan,nan,905,76,0.11,-1.82,8.89,0.22,0.32,-0.37,9.31,-1.19,43.30,
4815000,16,14,31,3258.2856,11152.9697,7789.40,139.43,54.67,-127.00,-19.81,nan,nan,nan,889,74,0.35,-1.95,10.90,-0.09,0.24,-0.33,-2.84,0.52,40.05,
4818000,16,14,33,3258.2644,11152.9453,7781.00,132.62,53.98,-127.00,-19.81,nan,nan,nan,1248,129,0.36,-1.61,10.33,-0.08,0.48,-0.39,21.32,18.60,19.72,
4821000,16,14,35,3258.2453,11152.9238,7770.20,143.02,44.21,-127.00,-19.69,nan,nan,nan,1163,116,0.66,-2.03,10.71,-0.03,0.79,-0.27,34.97,-17.60,-12.31,
4824000,16,14,37,3258.2221,11152.9072,7758.10,147.89,55.48,-127.00,-19.62,nan,nan,nan,1224,125,0.59,-2.56,12.45,0.04,0.87,-0.14,4.38,-49.36,53.40,
4827000,16,14,39,3258.1987,11152.8818,7746.10,129.87,52.89,-127.00,-19.56,nan,nan,nan,1093,105,0.76,-2.38,14.42,0.13,0.38,-0.40,24.14,-47.78,106.48,
4830000,16,14,41,3258.1796,11152.8603,7734.30,147.82,42.97,-127.00,-19.50,nan,nan,nan,1044,98,-0.11,-1.87,11.56,0.35,0.47,-0.29,6.95,17.28,93.79,
4833000,16,14,43,3258.1562,11152.8427,7724.30,142.90,56.96,-127.00,-19.44,nan,nan,nan,1178,118,-0.19,-2.54,10.08,-0.02,0.29,-0.37,27.54,-28.96,46.46,
4836000,16,14,45,3258.1347,11152.8193,7712.70,136.87,45.62,-127.00,-19.44,nan,nan,nan,1191,120,-0.37,-1.47,8.64,-0.00,0.57,-0.39,-11.14,11.03,56.67,
4839000,16,14,47,3258.1154,11152.8007,7700.80,141.81,46.42,-127.00,-19.31,nan,nan,nan,1009,92,0.72,0.20,13.65,0.25,0.50,-0.35,-7.14,21.58,55.53,
4842000,16,14,49,3258.0937,11152.7802,7695.70,137.46,45.91,-127.00,-19.25,nan,nan,nan,905,76,0.14,-2.94,8.36,-0.03,0.45,-0.40,-91.28,4.01,72.73,
4845000,16,14,51,3258.0720,11152.7597,7689.80,142.00,52.43,-127.00,-19.25,nan,nan,nan,1014,93,-0.74,-0.43,7.90,-0.20,0.36,-0.34,49.53,-12.25,239.29,
4848000,16,14,53,3258.0493,11152.7382,7678.50,142.31,49.36,-127.00,-19.19,nan,nan,nan,940,82,-1.42,-3.19,13.12,0.05,0.72,-0.33,-44.96,-49.47,216.88,
4851000,16,14,55,3258.0288,11152.7187,7666.80,139.46,49.38,-127.00,-19.19,nan,nan,nan,800,60,-1.05,-0.80,10.58,0.24,0.46,-0.36,-3.40,-71.85,192.75,
4854000,16,14,57,3258.0078,11152.6972,7652.30,138.77,52.55,-127.00,-19.19,nan,nan,nan,834,66,-0.48,-0.93,8.33,0.33,0.58,-0.27,6.82,16.07,181.11,
4857000,16,14,59,3257.9851,11152.6767,7629.50,144.10,51.64,-127.00,-19.12,nan,nan,nan,763,55,-1.20,-1.49,13.28,0.12,0.56,-0.38,52.40,-8.78,158.73,
4860000,16,15,1,3257.9641,11152.6572,7602.50,141.37,47.21,-127.00,-19.12,nan,nan,nan,759,54,-0.28,-0.60,8.31,0.13,0.64,-0.35,2.49,-13.84,146.33,
4863000,16,15,3,3257.9426,11152.6376,7581.20,141.95,49.28,-127.00,-19.12,nan,nan,nan,726,49,-0.46,-0.53,6.61,-0.36,0.54,-0.21,24.32,-18.38,135.62,
4866000,16,15,5,3257.9211,11152.6171,7561.60,138.58,47.28,-127.00,-19.12,nan,nan,nan,715,47,-0.05,-1.16,12.33,0.14,0.37,-0.38,-0.14,-53.05,114.62,
4869000,16,15,7,3257.9016,11152.5966,7538.70,142.27,48.59,-127.00,-19.12,nan,nan,nan,700,45,0.42,-0.23,8.91,0.24,0.59,-0.33,11.78,-22.43,104.06,
4872000,16,15,9,3257.8813,11152.5771,7514.20,138.29,47.17,-127.00,-19.12,nan,nan,nan,708,46,0.39,-0.73,17.97,-0.14,0.24,-0.30,-1.98,-19.83,95.63,
4875000,16,15,11,3257.8603,11152.5566,7488.10,144.09,46.76,-127.00,-19.12,nan,nan,nan,678,42,0.89,-0.71,9.59,0.22,0.55,-0.35,2.05,11.65,92.12,
4878000,16,15,13,3257.8403,11152.5371,7467.00,139.46,46.53,-127.00,-19.12,nan,nan,nan,603,30,1.10,-1.17,12.71,-0.15,0.39,-0.36,-1.48,-1.24,96.35,
4881000,16,15,15,3257.8200,11152.5166,7450.50,138.68,48.30,-127.00,-19.06,nan,nan,nan,708,46,1.01,-0.92,7.86,0.28,0.73,-0.23,12.70,32.54,75.11,
4884000,16,15,17,3257.8000,11152.4970,7429.90,140.32,42.58,-127.00,-19.00,nan,nan,nan,671,41,1.04,-1.02,8.78,0.17,0.31,-0.36,17.51,-5.21,75.34,
4887000,16,15,19,3257.7819,11152.4775,7408.40,139.41,43.75,-127.00,-19.00,nan,nan,nan,694,44,1.28,-1.00,9.82,0.09,0.72,-0.32,-6.96,3.96,76.19,
4890000,16,15,21,3257.7626,11152.4589,7388.00,139.67,45.08,-127.00,-18.94,nan,nan,nan,700,45,0.82,-1.89,12.69,0.34,0.51,-0.29,-46.07,-2.84,75.44,
4893000,16,15,23,3257.7424,11152.4394,7365.70,142.96,46.80,-127.00,-18.87,nan,nan,nan,543,21,1.18,-0.83,7.47,-0.05,0.48,-0.39,-11.10,-5.15,66.44,
4896000,16,15,25,3257.7226,11152.4218,7341.30,142.20,46.22,-127.00,-18.81,nan,nan,nan,581,27,0.87,-1.09,8.77,0.19,0.80,-0.20,23.06,27.61,63.64,
4899000,16,15,27,3257.7021,11152.4042,7317.90,143.52,45.99,-127.00,-18.75,nan,nan,nan,617,33,0.87,-0.93,9.53,0.26,0.41,-0.34,9.36,79.90,62.39,
4902000,16,15,29,3257.6831,11152.3857,7293.70,142.01,46.71,-127.00,-18.75,nan,nan,nan,643,37,0.72,-0.84,10.31,-0.21,0.51,-0.33,-13.45,36.25,68.72,
4905000,16,15,31,3257.6635,11152.3681,7268.10,140.71,43.29,-127.00,-18.69,nan,nan,nan,643,37,0.65,-0.64,6.25,0.00,0.76,-0.29,12.42,-3.80,31.50,
4908000,16,15,33,3257.6450,11152.3496,7245.00,139.15,43.91,-127.00,-18.62,nan,nan,nan,657,39,0.56,-0.67,9.22,0.09,0.62,-0.37,16.75,30.60,39.66,
4911000,16,15,35,3257.6254,11152.3300,7224.80,143.18,47.56,-127.00,-18.56,nan,nan,nan,657,39,1.21,-0.95,14.67,0.26,0.31,-0.34,64.41,40.15,27.83,
4914000,16,15,37,3257.6044,11152.3125,7203.60,141.42,46.95,-127.00,-18.50,nan,nan,nan,666,40,1.04,-0.70,10.23,0.08,0.16,-0.30,19.97,-19.21,28.35,
4917000,16,15,39,3257.5847,11152.2939,7184.00,141.57,43.01,-127.00,-18.44,nan,nan,nan,657,39,1.21,-0.69,11.01,-0.12,0.37,-0.36,-35.87,-31.18,47.86,
4920000,16,15,41,3257.5654,11152.2753,7161.60,143.89,44.00,-127.00,-18.37,nan,nan,nan,666,40,0.87,-0.36,5.87,0.00,0.62,-0.37,-27.73,-4.91,36.65,
4923000,16,15,43,3257.5456,11152.2578,7140.30,140.88,45.61,-127.00,-18.31,nan,nan,nan,400,0,0.76,-0.62,9.18,0.06,0.73,-0.32,-22.78,30.34,14.47,
4926000,16,15,45,3257.5261,11152.2392,7124.60,142.08,42.32,-127.00,-18.19,nan,nan,nan,506,16,1.23,-1.10,12.99,0.02,0.70,-0.33,15.05,-12.03,-8.30,
4929000,16,15,47,3257.5070,11152.2216,7104.60,141.58,43.49,-127.00,-18.12,nan,nan,nan,567,25,1.17,-0.96,10.46,0.10,0.71,-0.34,5.47,-65.34,-6.67,
4932000,16,15,49,3257.4873,11152.2031,7086.70,141.25,43.11,-127.00,-18.06,nan,nan,nan,612,32,0.93,-0.84,10.88,0.04,0.75,-0.30,-9.38,-1.14,5.54,
4935000,16,15,51,3257.4672,11152.1845,7068.20,143.66,44.60,-127.00,-17.94,nan,nan,nan,646,37,0.37,-0.62,5.35,-0.09,0.66,-0.33,6.51,-3.24,8.48,
4938000,16,15,53,3257.4477,11152.1660,7049.80,141.68,45.10,-127.00,-17.87,nan,nan,nan,652,38,1.94,-1.25,15.27,0.12,0.63,-0.35,-17.71,24.56,8.05,
4941000,16,15,55,3257.4282,11152.1474,7029.40,142.51,45.41,-127.00,-17.75,nan,nan,nan,1295,136,0.87,-0.68,6.97,0.09,0.75,-0.30,-19.01,51.70,-2.63,
4944000,16,15,57,3257.4086,11152.1308,7008.80,143.31,44.43,-127.00,-17.69,nan,nan,nan,675,41,0.76,-0.95,10.18,-0.11,0.69,-0.33,17.47,-63.60,-7.39,
4947000,16,15,59,3257.3876,11152.1132,6986.80,147.27,46.61,-127.00,-17.56,nan,nan,nan,675,41,1.19,-1.22,10.72,-0.05,0.59,-0.38,-23.20,21.52,-14.82,
4950000,16,16,1,3257.3671,11152.0966,6965.00,147.20,44.06,-127.00,-17.50,nan,nan,nan,1310,138,0.80,-1.06,9.21,-0.21,0.52,-0.33,20.66,-3.00,-14.45,
4953000,16,16,3,3257.3461,11152.0820,6946.20,149.06,41.83,-127.00,-17.37,nan,nan,nan,1056,99,1.17,-0.83,8.19,0.04,0.29,-0.37,2.91,7.62,-23.96,
4956000,16,16,5,3257.3256,11152.0673,6925.00,149.14,42.34,-127.00,-17.25,nan,nan,nan,964,85,0.61,-0.94,9.19,0.02,0.24,-0.35,23.47,-18.82,-10.43,
4959000,16,16,7,3257.3046,11152.0527,6901.40,147.19,42.17,-127.00,-17.12,nan,nan,nan,905,76,1.11,-0.74,10.01,0.36,0.33,-0.26,5.31,33.56,-38.05,
4962000,16,16,9,3257.2839,11152.0371,6879.00,150.00,44.09,-127.00,-17.12,nan,nan,nan,870,71,0.64,-1.27,11.04,0.14,0.59,-0.37,-28.81,-16.55,-14.77,
4965000,16,16,11,3257.2639,11152.0214,6857.50,146.31,44.02,-127.00,-17.12,nan,nan,nan,870,71,1.21,-0.65,8.52,0.28,0.68,-0.25,-38.51,-12.13,1.48,
4968000,16,16,13,3257.2429,11152.0068,6835.20,147.66,43.49,-127.00,-17.00,nan,nan,nan,834,66,1.10,-0.85,11.76,0.14,0.75,-0.29,-66.39,-19.50,23.23,
4971000,16,16,15,3257.2226,11151.9902,6812.80,146.48,43.50,-127.00,-16.94,nan,nan,nan,588,28,0.49,-0.73,8.32,0.07,0.71,-0.32,7.62,-48.51,-2.00,
4974000,16,16,17,3257.2026,11151.9736,6793.00,145.62,43.76,-127.00,-16.81,nan,nan,nan,649,37,0.62,-0.81,7.14,0.12,0.66,-0.36,51.24,-21.85,-19.11,
4977000,16,16,19,3257.1833,11151.9580,6774.40,144.02,41.35,-127.00,-16.69,nan,nan,nan,1310,138,0.92,-1.14,9.82,0.13,0.68,-0.34,-37.93,24.02,-10.38,
4980000,16,16,21,3257.1643,11151.9423,6756.60,145.77,41.34,-127.00,-16.56,nan,nan,nan,1118,109,0.63,-0.77,7.62,-0.29,0.57,-0.26,19.69,4.31,-25.53,
4983000,16,16,23,3257.1435,11151.9267,6738.30,147.37,43.03,-127.00,-16.44,nan,nan,nan,1144,113,1.59,-0.99,12.76,-0.02,0.32,-0.37,13.94,0.62,-30.62,
4986000,16,16,25,3257.1240,11151.9101,6718.40,145.86,43.15,-127.00,-16.31,nan,nan,nan,1110,108,0.72,-1.03,11.21,0.00,0.20,-0.32,-18.02,-15.34,-17.70,
4989000,16,16,27,3257.1047,11151.8964,6696.60,145.70,42.34,-127.00,-16.19,nan,nan,nan,1081,103,1.17,-0.84,10.16,0.32,0.29,-0.28,-8.99,44.39,-20.74,
4992000,16,16,29,3257.0854,11151.8798,6674.40,147.10,41.78,-127.00,-16.12,nan,nan,nan,1081,103,0.71,-0.97,8.27,0.28,0.51,-0.33,-1.38,-12.22,-15.10,
4995000,16,16,31,3257.0656,11151.8642,6656.10,145.60,43.01,-127.00,-16.06,nan,nan,nan,1068,101,0.91,-0.66,10.04,0.24,0.54,-0.35,-9.74,-21.67,-22.32,
4998000,16,16,33,3257.0463,11151.8496,6637.10,147.15,40.35,-127.00,-16.00,nan,nan,nan,1032,96,0.65,-0.59,7.24,0.17,0.76,-0.26,-14.89,18.39,3.88,
5001000,16,16,35,3257.0263,11151.8349,6618.50,149.48,42.12,-127.00,-15.94,nan,nan,nan,1014,93,0.89,-1.39,13.87,0.01,0.73,-0.31,22.71,-42.32,4.94,
5004000,16,16,37,3257.0063,11151.8203,6599.50,148.09,41.59,-127.00,-15.75,nan,nan,nan,1295,136,1.16,-0.72,10.29,0.19,0.64,-0.33,-20.47,-8.11,6.11,
5007000,16,16,39,3256.9882,11151.8056,6579.20,143.55,38.48,-127.00,-15.69,nan,nan,nan,1207,122,0.92,-0.85,10.11,0.20,0.71,-0.27,12.50,5.82,15.15,
5010000,16,16,41,3256.9697,11151.7910,6559.90,148.81,39.82,-127.00,-15.50,nan,nan,nan,1131,111,1.17,-0.90,10.79,0.22,0.65,-0.31,16.29,-56.90,-4.87,
5013000,16,16,43,3256.9514,11151.7753,6543.20,141.64,39.53,-127.00,-15.38,nan,nan,nan,1081,103,1.51,-1.39,14.78,0.21,0.64,-0.32,-20.94,0.13,0.22,
5016000,16,16,45,3256.9335,11151.7587,6527.00,143.74,37.83,-127.00,-15.25,nan,nan,nan,1056,99,1.46,-1.19,14.74,0.18,0.65,-0.32,15.11,-6.92,-0.05,
5019000,16,16,47,3256.9157,11151.7441,6508.40,146.01,41.75,-127.00,-15.06,nan,nan,nan,672,41,1.64,-1.44,17.91,0.23,0.61,-0.35,27.68,-6.81,-0.58,
5022000,16,16,49,3256.8972,11151.7294,6491.50,144.91,40.03,-127.00,-14.94,nan,nan,nan,834,66,1.25,-0.51,10.08,0.24,0.55,-0.35,1.67,-10.89,4.62,
5025000,16,16,51,3256.8789,11151.7138,6476.70,145.20,40.47,-127.00,-14.75,nan,nan,nan,851,68,1.50,-1.33,10.58,0.35,0.64,-0.21,-54.74,-3.37,21.94,
5028000,16,16,53,3256.8603,11151.6992,6458.90,146.43,37.62,-127.00,-14.63,nan,nan,nan,927,80,1.30,-0.89,11.21,0.20,0.46,-0.37,10.61,41.16,37.37,
5031000,16,16,55,3256.8427,11151.6855,6438.30,146.82,40.61,-127.00,-14.50,nan,nan,nan,983,88,0.85,-0.78,8.36,0.12,0.26,-0.35,28.21,14.81,30.72,
5034000,16,16,57,3256.8244,11151.6718,6416.80,146.58,38.58,-127.00,-14.44,nan,nan,nan,1007,92,0.84,-0.79,10.65,-0.06,0.21,-0.32,24.14,14.61,25.87,
5037000,16,16,59,3256.8061,11151.6572,6398.20,145.68,39.87,-127.00,-14.44,nan,nan,nan,1518,184,1.05,-0.40,7.82,-0.13,0.36,-0.36,-10.05,-18.02,22.29,
5040000,16,17,1,3256.7878,11151.6425,6379.10,148.50,39.34,-127.00,-14.31,nan,nan,nan,1316,139,1.47,-1.30,12.83,-0.06,0.63,-0.36,-63.55,37.99,29.73,
5043000,16,17,3,3256.7702,11151.6289,6358.50,144.31,38.28,-127.00,-14.19,nan,nan,nan,800,60,0.85,-0.93,11.11,-0.12,0.76,-0.26,-14.80,24.61,46.06,
5046000,16,17,5,3256.7524,11151.6152,6336.00,149.10,35.37,-127.00,-14.06,nan,nan,nan,844,67,0.75,-0.54,7.55,0.10,0.62,-0.37,-5.85,-4.85,36.74,
5049000,16,17,7,3256.7355,11151.6015,6312.70,144.77,38.99,-127.00,-13.94,nan,nan,nan,918,78,0.50,-0.59,7.47,0.25,0.41,-0.35,18.93,-38.33,30.58,
5052000,16,17,9,3256.7177,11151.5878,6293.90,146.53,37.77,-127.00,-13.88,nan,nan,nan,1345,143,1.18,-0.26,8.74,0.19,0.18,-0.29,-10.40,-18.01,34.76,
5055000,16,17,11,3256.7001,11151.5742,6276.80,147.53,38.85,-127.00,-13.75,nan,nan,nan,1198,121,1.72,-1.32,10.71,0.06,0.36,-0.40,-53.14,0.73,37.99,
5058000,16,17,13,3256.6826,11151.5605,6255.30,147.85,38.30,-127.00,-13.63,nan,nan,nan,1168,117,0.32,-0.18,6.74,-0.26,0.60,-0.27,15.44,45.88,38.19,
5061000,16,17,15,3256.6647,11151.5478,6230.30,146.74,34.14,-127.00,-13.56,nan,nan,nan,1122,109,0.88,-1.12,12.02,-0.21,0.61,-0.31,5.85,-24.64,14.32,
5064000,16,17,17,3256.6486,11151.5341,6207.20,145.76,36.15,-127.00,-13.44,nan,nan,nan,1122,109,0.96,-0.48,7.12,-0.10,0.56,-0.38,-6.53,-13.52,2.58,
